"chunks","time","diff"
"give her a royal present; your step-mother and her son pass before his","1767978659128","1"
"“Yes, yes; but let us talk of this plot, M. de Villefort.”","1767978659128","1"
"“This young madcap is, however, very nearly right, and merely re-echoes","1767978659128","1"
"evade the enormous number of applications presented to him for the","1767978659128","1"
"position the diamond certainly was of great value. It was estimated at","1767978659128","1"
"Beauchamp and Château-Renaud, fearing the scene would surpass the","1767978659128","1"
"there was a beautiful lily, or a sweet rose, you had to search for it,","1767978659128","1"
"Section 4, “Information about donations to the Project Gutenberg","1767978659128","1"
"steps. Dantès saw that he was looked upon as dangerous. Then, infusing","1767978659128","1"
"“You know how imperfectly the women of the _mezzo cito_ are educated in","1767978659128","1"
"intelligent, ingenious, and clear-sighted as the abbé might probably be","1767978659128","1"
"“Where?”","1767978659128","1"
"“I warn you, Master Caderousse, that you are mistaken.”","1767978659128","1"
"girl of the Sabines, no one had ever spoken to her of love, because it","1767978659128","1"
"other side of which she found her carriage, and her coachman sleeping","1767978659128","1"
"beautiful shoulders, as though an involuntary shudder passed through","1767978659128","1"
"“If I like; I am at home there.”","1767978659128","1"
"“That, too, is impossible.”","1767978659128","1"
"“In his mother’s laboratory.”","1767978659128","1"
"And Philip, urged by his own curiosity, entered the gallery; a second","1767978659128","1"
"Edmond turned away his head with a sigh.","1767978659128","1"
"him, his companions, whom Jacopo had rejoined, and who were all busy","1767978659128","1"
"of Morcerf can only wed a marchioness.”","1767978659128","1"
"“What more will you say?”","1767978659128","1"
"Eugénie.","1767978659128","1"
"mysterious love affairs, had become his enemies.","1767978659128","1"
"“What is that?”","1767978659128","1"
"“I was not thinking of that,” replied Madame Danglars quickly.","1767978659128","1"
"first step.","1767978659128","1"
"friends, are we not?”","1767978659128","1"
"50101m","1767978659128","1"
"closed.","1767978659128","1"
"“Yes, if it is not any serious affair, otherwise I cannot answer as to","1767978659128","1"
"positively forbidden it to be touched. Bertuccio made amends, however,","1767978659128","1"
"This ebook is for the use of anyone anywhere in the United States and","1767978659128","1"
"hundred thousand francs, that he would not have opposed whatever the","1767978659128","1"
"fruit, for the beauty of either is not the only quality we seek.”","1767978659128","1"
"apartments, _quærens quem devoret_. There was, indeed, reason to","1767978659128","1"
"“‘Well,’ inquired the jeweller, ‘is the cash all right?’","1767978659128","1"
"he can indicate the person. Help me,—lend me your assistance!”","1767978659128","1"
"indeed, is praiseworthy,—nay, more, it is sublime.”","1767978659128","1"
"alembics and crucibles? For you must indeed be a great chemist, and the","1767978659128","1"
"the moment after Morrel had entered his private office with Cocles,","1767978659128","1"
"“What, are there no grottos at Monte Cristo?” he asked.","1767978659128","1"
"do not know, never may know, the persons of whom you are about to","1767978659128","1"
"“But will no one remain in the house, my lord?” asked Baptistin.","1767978659128","1"
"faculties, or whether the noise was really louder than usual, Edmond","1767978659128","1"
"“I think so.”","1767978659128","1"
"what they told me the day before yesterday. I, indeed, invited them","1767978659128","1"
"as she was in 1830. The countess had this portrait painted during the","1767978659128","1"
"Meanwhile, by a cleft between two walls of rock, following a path worn","1767978659128","1"
"on the motionless lips of Noirtier.","1767978659128","1"
"“Perhaps,” said one of the previous speakers, “as he was a churchman,","1767978659128","1"
"“Then in that case I shall always choose to remain there.”","1767978659128","1"
"“And,” asked the abbé, “is M. Morrel still alive?”","1767978659128","1"
"“Oh, well, I don’t know; but I understand that she is going to Italy.","1767978659128","1"
"company.”","1767978659128","1"
"would soon see his son.","1767978659128","1"
"require two years for me to communicate to you the stock of learning I","1767978659128","1"
"started for Paris along the Aix road.","1767978659128","1"
"the paltry sum of two million francs, to a _mésalliance_. The Viscount","1767978659128","1"
"Château-Renaud did not seek to dissuade him, and was content with","1767978659128","1"
"turning towards M. de Blacas and the minister of police, “I have no","1767978659128","1"
"of pride, with which she had so superbly decked herself, should be","1767978659128","1"
"“That’s true,” said Dantès; “but the corridor you speak of only bounds","1767978659128","1"
"“Oh,” said Danglars, “I can, when circumstances render it desirable,","1767978659128","1"
"0197m","1767978659128","1"
"go in and out as you please; you will bring the priest with you, and","1767978659128","1"
"Monte Cristo, observing the young man with a gloomy satisfaction; “and","1767978659128","1"
"“Send for some oil of turpentine and tartar emetic.”","1767978659128","1"
"hands, not only a defensive weapon, but still more frequently an","1767978659128","1"
"ordered the helmsman to put down his helm, in order to leave La Pianosa","1767978659128","1"
"“Have you served under the usurper?”","1767978659128","1"
"himself with tapping his boot with his flexible cane.","1767978659128","1"
"“Well, he told me that Benedetto, who is considered a serpent of","1767978659128","1"
"“Ex-major in the Austrian service?”","1767978659128","1"
"at least a right to exact from him a good reason for so doing.”","1767978659128","1"
"“Insane?”","1767978659128","1"
"concise; he told her, in fact, that an explanation had taken place","1767978659128","1"
"“What do you mean, sir?” asked Villefort, trembling at the new idea","1767978659128","1"
"of arms. In after years, whether he had forgotten this interchange of","1767978659128","1"
"like Mère Simon’s son, who has not chosen the worst strawberries. But","1767978659128","1"
"the rays of intelligence you have elicited from my brain, the languages","1767978659128","1"
"Gutenberg™ collection. Despite these efforts, Project Gutenberg™","1767978659128","1"
"and whom I suspected of Bonapartism, has been secretly to the Island of","1767978659128","1"
"returned, the influence of M. de Saint-Méran, like his own, could be","1767978659128","1"
"not, would be sure to become so, thanks to the remedies applied by","1767978659128","1"
"been removed.","1767978659128","1"
"were they recommended to you?”","1767978659128","1"
"sorrow in your heart? You see me devoted to you, body and soul, my life","1767978659128","1"
"Monte Cristo soon ran up the staircase conducting from the ground floor","1767978659128","1"
"of your happy return, my boy. I had gone on the quay to match a piece","1767978659128","1"
"“I do not mean that for you, Blacas,” continued Louis XVIII.; “for if","1767978659128","1"
"determining quietly to await the approach of death. ‘Take away","1767978659128","1"
"Marseilles.”","1767978659128","1"
"of next month. I had informed M. Morrel of my desire to have these","1767978659128","1"
"bargain off his hands without a considerable loss, yet still clinging","1767978659128","1"
"ledger, arose, and offered a seat to the stranger; and when he had seen","1767978659128","1"
"about five or six millions, at the most; for third-rate fortunes are","1767978659128","1"
"have seen, during the last sixteen years. You may, perhaps, have hidden","1767978659128","1"
"indicate the age of wine more truly than do wrinkles on a man’s face.","1767978659128","1"
"heart at ease, and that quiet conscience which a man needs when his own","1767978659128","1"
"“Yes; it was Benedetto.”","1767978659128","1"
"society gives you is sufficient when it interposes the knife of the","1767978659128","1"
"introductions.”","1767978659128","1"
"leafy screen a visionary like myself may conjure up phantoms at will.","1767978659128","1"
"“Really? Does it happen to be Jacopo Manfredi?”","1767978659128","1"
"Albert de Morcerf in Italy—it is to rescue him from the hands of the","1767978659128","1"
"the clerk ceased to move over the paper; he raised his head, and","1767978659128","1"
"father and son upon their mode of living; and the father and son,","1767978659128","1"
"Mademoiselle Valentine, so good, so kind, and so gentle.","1767978659128","1"
"“A wealthy signor, who travels for his pleasure.”","1767978659128","1"
"“To questions frankly put,” said he, “a straightforward answer should","1767978659128","1"
"to the benefactors of man than to his destroyers.”","1767978659128","1"
"two roads leading to Marseilles from the Catalans, she returned to her","1767978659128","1"
"all; it will be sooner over than devouring me piecemeal.”","1767978659128","1"
"“Gone,” murmured Valentine; “adieu, my sweet Haydée—adieu, my sister!”","1767978659128","1"
"watch. “Let us go,” said he; “it is five minutes past seven, and the","1767978659128","1"
"The explosion, which had been so long restrained from a feeling of","1767978659128","1"
"Valentine with an expression so full of grief, that she arrested the","1767978659128","1"
"lavished on him for his timely intervention on behalf of Valentine and","1767978659128","1"
"cemetery.”","1767978659128","1"
"and with it knocked against the wall where the sound came. He struck","1767978659128","1"
"as Lent begins after eight at night. On Tuesday, all those who through","1767978659128","1"
"clearly seen gazing with eager scrutiny on the immense space beneath","1767978659128","1"
"Englishman fold up and place in his pocket the accusation written by","1767978659128","1"
"“‘Here is a ring that will obtain audience of him, and remove every","1767978659128","1"
"“Oh, such a dreadful thing, that I don’t dare to tell you.”","1767978659128","1"
"“He served in India, discovered a mine in Thessaly, and comes to Paris","1767978659128","1"
"her, and the reflection of sapphires and diamonds almost turned her","1767978659128","1"
"as essential to him as the twelve millions of a king. Everyone, from","1767978659128","1"
"sort of wicket; and if their faces were unknown to him or displeased","1767978659128","1"
"“Why, what has happened to you?—are you going to make me ring a second","1767978659128","1"
"Beauchamp, and Château-Renaud. Debray was admitted to the house for","1767978659128","1"
"“Yes, yes, make your mind easy, he shall be decently interred in the","1767978659128","1"
"that the most beautiful, noblest, most sublime thing in the world, is","1767978659128","1"
"“Have you brought it?”","1767978659128","1"
"chamber of death, and that the old man and the priest were the sole","1767978659128","1"
"him so pale and haggard, that believing him very ill, I went and told","1767978659128","1"
"circle in which the viscount moved, he was looked upon and cited as a","1767978659128","1"
"“Now go down,” said the abbé, folding his arms. Understanding he had","1767978659128","1"
"In one of the mourning-coaches Beauchamp, Debray, and Château-Renaud","1767978659128","1"
"shock, as lips touch lips; and he entered the grotto amidst continued","1767978659128","1"
"command of the committee, and even claim the honor of being heard. I","1767978659128","1"
"done me.”","1767978659128","1"
"“I?” interrupted Valentine; “I shall not leave my grandfather,—that is","1767978659128","1"
"happy, for I am the oldest, and of course shall see him first.’","1767978659128","1"
"sailors—as a sure means of testing the extent of the change which time","1767978659128","1"
"which had lately reigned there.","1767978659128","1"
"Caderousse seemed to reflect for a few moments, then said, “No, truly,","1767978659128","1"
"manner of living in these northern climes as you did to those of Rome,","1767978659128","1"
"feeling of shame, for even he was unconscious of the sublimity of his","1767978659128","1"
"a Van Dyck, a Zurbaran, and two or three by Murillo, worth looking at.”","1767978659128","1"
"“You see, madame, how rightly I spoke when I said I required a","1767978659128","1"
"“I foppish? how do you mean?”","1767978659128","1"
"ground.","1767978659128","1"
"the same on both of them, and the tone in which Morcerf had just","1767978659128","1"
"at the bankers’ door. He reached it before the carriage arrived. The","1767978659128","1"
"“And have you any recollection of your country?”","1767978659128","1"
"“Now you get angry, and attack our poor agents. How will you have them","1767978659128","1"
"floor, and it broke in pieces.","1767978659128","1"
"“You have, doubtless, heard the adventures of M. Zaccone’s youth?”","1767978659128","1"
"“Precisely what I was about to say,” cried Danglars. “Now what is vague","1767978659128","1"
"desperate resolution, he bent over the appalling shroud, opened it with","1767978659128","1"
"these ultramontane millionaires; they are regular misers. And by whom","1767978659128","1"
"“Oh, it amuses me.”","1767978659128","1"
"of a banker’s study. Those gilded cashbooks, drawers locked like gates","1767978659128","1"
"“You persist in your incredulity, Edmond,” continued Faria. “My words","1767978659128","1"
"coarse sack that covered him; he saw two shadows approach his bed, a","1767978659128","1"
"had tasted my life, you would not desire any other, and would never","1767978659128","1"
"declares he is in despair about it. But whom are you seeking, Debray?”","1767978659128","1"
"Morrel took the purse, and started as he did so, for a vague","1767978659128","1"
"in machines, made expressly on the discovery, into the bay where they","1767978659128","1"
"“Shall you be present in the reception-room?”","1767978659128","1"
"palace, inscribed with these words, _A grateful world to the dealer in","1767978659128","1"
"These apparently simple words pierced Morrel to the heart. This man had","1767978659128","1"
"repeated the name to himself, as though he could scarcely believe that","1767978659128","1"
"accompanied by the porter, the other by Ali, and were received by the","1767978659128","1"
"conversation respecting Spanish affairs—on the expulsion of Don Carlos.","1767978659128","1"
"“Very well, let us go,” said Caderousse; “but I don’t want your arm at","1767978659128","1"
"at every moment, “we are all mortal, and the old must make way for the","1767978659128","1"
"said the young girl, presenting her forehead to him. Monte Cristo","1767978659128","1"
"“Well,” said Maximilian, “death came a third time, and neither the","1767978659128","1"
"use, a sheet of paper, which, from being constantly rolled into a small","1767978659128","1"
"towards the right hand, sometimes to the left; then about twenty","1767978659128","1"
"“Unfortunately,” said Villefort, “there are the treaties of 1814, and","1767978659128","1"
"“Sir,” said Villefort, “upon my word, you overcome me. I really never","1767978659128","1"
"“And yet you spoke of him at once.”","1767978659128","1"
"Edmond, it is myself that I blame, myself that I hate! Oh, miserable","1767978659128","1"
"of his cabin, who will furnish you with every particular. As for me, I","1767978659128","1"
"an infallible remedy.”","1767978659128","1"
"“Go, my dear boy,” said old Dantès; “and Heaven bless you in your wife,","1767978659128","1"
"“But,” he said, “the count’s generosity is too overwhelming; Valentine","1767978659128","1"
"“No,” said Morrel; “I am not mistaken. I have known him for ten years,","1767978659128","1"
"will come nearer to you, if you prefer it.’—‘I will agree to neither","1767978659128","1"
"everyone of his creatures, an existence of misery and infamy; and you","1767978659128","1"
"“with the fifteen thousand already in your pocket, they will make","1767978659128","1"
"“But how did she become so?”","1767978659128","1"
"hand, such as mines, lands, and funded property, in such states as","1767978659128","1"
"within a hundred yards of him the black and frowning rock on which","1767978659128","1"
"the presence of all and given in charge to M. Deschamps, the family","1767978659128","1"
"this terrestrial star.","1767978659128","1"
"“Ah, no joking, viscount, if you please; I do not patronize M.","1767978659128","1"
"ocean.”","1767978659128","1"
"This conversation had passed as they stood upon the terrace, from which","1767978659128","1"
"“I promise.”","1767978659128","1"
"you are his friend, be ours also.”","1767978659128","1"
"Paris but very few days. No,—but, perhaps, you will permit me to call","1767978659128","1"
"“Yes, and I will tell you. One evening I was in a garden; a clump of","1767978659128","1"
"or three days in Paris, but he already knows what a fashionable woman","1767978659128","1"
"30341m","1767978659128","1"
"this time to elapse, and then all of a sudden rake up events which have","1767978659128","1"
"the golden lid, and took from it a pastille about the size of a pea,","1767978659128","1"
"The count looked attentively through every opening in the crowd; he was","1767978659128","1"
"girdle.","1767978659128","1"
"was impossible for the quadrille to be formed, but the young girl had","1767978659128","1"
"Chapter 88. The Insult","1767978659128","1"
"“Your excellency, it is done already. I have been myself to the best","1767978659128","1"
"“‘Are you mad, uncle?’ (he called me by this name when he was in good","1767978659128","1"
"“Oh, water is even more scarce than wine, your excellency,—there has","1767978659128","1"
"by two Greek words, _têle_, _graphein_. It is the insect with black","1767978659128","1"
"and which have no heraldic meaning whatever. As for you, viscount,”","1767978659128","1"
"his almost white hair, which was cut short, in the military fashion. He","1767978659128","1"
"fortune I enjoy in right of my mother, and which will be more than","1767978659128","1"
"liked a pleasant jest.","1767978659128","1"
"remove the fragments of the broken one. He returned speedily, advised","1767978659128","1"
"“No,” replied he; “I will not be caught like a fool at a first","1767978659128","1"
"and those who saw it pass uttered cries of terror.","1767978659128","1"
"wealth and independence. But this counsel effectually decided","1767978659128","1"
"tell him all; his consent would be your justification in God’s sight.","1767978659128","1"
"monuments of a singular form, and his mind now recalled all the details","1767978659128","1"
"unearthly gleam from the eyes of the wandering dead. The carriage","1767978659128","1"
"time, for just as I jumped the deck burst with a noise like the","1767978659128","1"
"festival. We are all invited, my father, Madame de Villefort, and I—at","1767978659128","1"
"for the count, he had fallen on his chair; it was evident that his legs","1767978659128","1"
"50083m","1767978659128","1"
"Benedetto, he gracefully wiped his lips with a fine cambric","1767978659128","1"
"held a light.","1767978659128","1"
"“True,” said Andrea.","1767978659128","1"
"Morrel fell back in his chair, his strength was failing him; his","1767978659128","1"
"After continuing some time in profound meditation, the young man","1767978659128","1"
"“he is a miser.” Hatred evidently inspired the Englishman, who, knowing","1767978659128","1"
"only to prevent your growing weary of me. I can well believe that so","1767978659128","1"
"count’s well-known courage will render unnecessary the aid of the","1767978659128","1"
"viscount.”","1767978659128","1"
"“And who is the Countess G——?” inquired Château-Renaud.","1767978659128","1"
"“Then?”","1767978659128","1"
"‘Why,’ said I, ‘should that man have carried away the corpse?’”","1767978659128","1"
"“There was evidently a severe struggle in the mind of Caderousse; it","1767978659128","1"
"avenging God! We need no proofs; everything relating to this young man","1767978659128","1"
"and a woman was seen waving her hand to a passenger on board the vessel","1767978659128","1"
"executioner. I leave you to judge how far your nerves are calculated to","1767978659128","1"
"mingled with this water.”","1767978659128","1"
"park. The porter was in attendance; he had been apprised by the groom","1767978659128","1"
"to five millions.”","1767978659128","1"
"“And will that be the first time you ever took that journey?”","1767978659128","1"
"“that must be the Countess G——.”","1767978659128","1"
"it will effect its purpose unassisted.”","1767978659128","1"
"is more than can be said for all philosophy.”","1767978659128","1"
"He had the resolution to stop with this. He had often heard that","1767978659128","1"
"“Gentlemen,” he said, “you will admit that, when arrived at a certain","1767978659128","1"
"(sweetmeats), as they do not show the flour.”","1767978659128","1"
"“Say not a word about being late,” replied the stranger in purest","1767978659128","1"
"uniform of a sub-lieutenant, stood before her.","1767978659128","1"
"30223m","1767978659128","1"
"the negative. ‘Perhaps you liked what M. Danglars said?’ Another sign","1767978659128","1"
"“Monsieur, it will be necessary to reflect before I give you an","1767978659128","1"
"“Yes.”","1767978659128","1"
"At that moment Ali touched him slightly on the shoulder. He turned; Ali","1767978659128","1"
"has received into his house, and who is going to marry Mademoiselle","1767978659128","1"
"And Monte Cristo placed the bonds in his pocket with one hand, while","1767978659128","1"
"crime.”","1767978659128","1"
"fit for nothing but the grave; it was only, however, by means of one of","1767978659128","1"
"Villefort sent to request my presence, as she had a communication to","1767978659128","1"
"“Yes, sir, and I think I have the honor of addressing Count Andrea","1767978659128","1"
"“Oh, this is too much,” cried Hermine, choking, “you are worse than","1767978659128","1"
"was seven years old, he came to the curate of Palestrina, and asked to","1767978659128","1"
"discovering in his phlegmatic countenance.","1767978659128","1"
"as conscientiously as I can, and fulfil my promise to the dying man. My","1767978659128","1"
"“I perfectly well remember Perugia, sir, and the Hôtel des Postes, and","1767978659128","1"
"punishment for it.”","1767978659128","1"
"is merely one of the chimerical and uncertain air castles of which we","1767978659128","1"
"“I was never in them; but I have often resolved to visit them.”","1767978659128","1"
"“I have not quitted you since yesterday,” returned Fernand sorrowfully.","1767978659128","1"
"“Ah,” said Louise, breathing freely, “here we are out of Paris.”","1767978659128","1"
"reserved as his part of the booty the wife and daughter of his","1767978659128","1"
"to get rid of them upon any terms. They were only fit for a young man.”","1767978659128","1"
"for her son’s life, to whom he had offered his, and who had now saved","1767978659128","1"
"fifty well-chosen books a man possesses, if not a complete summary of","1767978659128","1"
"Morcerf did not pursue the subject, and Monte Cristo himself fell into","1767978659128","1"
"“Well said,” interrupted Château-Renaud; “and pray that, if you should","1767978659128","1"
"to this worthy lord all the happiness I ever knew. He was not rich,","1767978659128","1"
"The young men wished to decline, but they could find no good reason for","1767978659128","1"
"“Alas!” murmured the voice.","1767978659128","1"
"towards him with clasped hands and a smile upon her lips.","1767978659128","1"
"another hour’s grace. At the sixtieth minute of this hour, if the money","1767978659128","1"
"I am going. Indeed, count, you are the most polished man in the world.","1767978659128","1"
"“‘Who was your brother?’ asked he.","1767978659128","1"
"is paid only when she speaks. _Peste!_ I thought you somewhat Corsican,","1767978659128","1"
"charming mistress—but a wife—_diable!_”","1767978659128","1"
"have spared me, yet of all those who have fallen under your vengeance I","1767978659128","1"
"gorge. Vampa took this wild road, which, enclosed between two ridges,","1767978659128","1"
"whatever to do with it; besides, you know very well that I tore the","1767978659128","1"
"in an armchair, and placed before him the register and documents","1767978659128","1"
"“M. de Monte Cristo!” she exclaimed; “and how is he connected with the","1767978659128","1"
"“Why, do you not recollect the name of the celebrated bandit by whom I","1767978659128","1"
"the repast, had commented upon the silence that prevailed, now found it","1767978659128","1"
"nothing and went to work.","1767978659128","1"
"black coat buttoned up.”","1767978659128","1"
"on the third row, was a woman of exquisite beauty, dressed in a Greek","1767978659128","1"
"rabbit dead, the Abbé Adelmonte has its entrails taken out by his cook","1767978659128","1"
"“Pardon me, sir,” replied the valet; “you had forbidden me to disturb","1767978659128","1"
"Monte Cristo rang; Baptistin appeared. The count advanced to meet him.","1767978659128","1"
"“Quick! quick!” returned the abbé, “listen to what I have to say.”","1767978659128","1"
"“Pardon for whom?” cried he.","1767978659128","1"
"your grief, when a carriage rolled into the courtyard. Never, till","1767978659128","1"
"the satisfaction of knowing that I have acted like a man of sense and","1767978659128","1"
"entertainments of the fashionable world are collections of flowers","1767978659128","1"
"the second copy is also defective, you may demand a refund in writing","1767978659128","1"
"“The court, gentlemen!”","1767978659128","1"
"“Come and help me.”","1767978659128","1"
"to follow out this reasoning, what is the marvellous?—that which we do","1767978659128","1"
"members of our family.”","1767978659128","1"
"“By circumstances?”","1767978659128","1"
"“Eh, your excellency? Everyone must live.”","1767978659128","1"
"“Notary,” said she, “do you want a notary, dear grandpapa?” The old man","1767978659128","1"
"Chapter 44. The Vendetta","1767978659128","1"
"the past. And in my past life they might find something far more grave","1767978659128","1"
"engage to find him, my honor being almost as deeply interested as","1767978659128","1"
"me, do I not?”","1767978659128","1"
"Edmond, here I am!”","1767978659128","1"
"promising to call for him at a quarter before eight. On his return","1767978659128","1"
"defeated in Trieste, but my naval army in India will have taken some","1767978659128","1"
"grape leaves. He had twelve leaves and about as many strawberries,","1767978659128","1"
"three-cornered hat; and, despite of the ardent rays of a noonday sun,","1767978659128","1"
"Dantès heard joyfully the key grate in the lock; he listened until the","1767978659128","1"
"LIMITED TO WARRANTIES OF MERCHANTABILITY OR FITNESS FOR ANY PURPOSE.","1767978659128","1"
"“Then, sir, I am patiently to submit to your refusal?”","1767978659128","1"
"“In Italy?”","1767978659128","1"
"over and trample under foot all the newspapers which were strewed about","1767978659128","1"
"“Not yet, I think. More likely he has been speculating on the Bourse,","1767978659128","1"
"with man—that is to say, in the most restricted, most narrow view which","1767978659128","1"
"vindictively, answer now, why are there unpunished crimes in your","1767978659128","1"
"history of his beloved Monte Cristo at his fingers’ ends;’ whereupon","1767978659128","1"
"offering the young man a chair:","1767978659128","1"
"for a time, but forever. Lift it, and judge if I am mistaken.”","1767978659128","1"
"he, ‘you have said that the Vizier of Yanina confided his wife and","1767978659128","1"
"“I mean that the wife of the first magistrate in the capital shall not,","1767978659128","1"
"gave proof of his ready invention. “I am (as you have said) the Count","1767978659128","1"
"that your projected marriage with Mademoiselle de Villefort has changed","1767978659128","1"
"“I did.”","1767978659128","1"
"called Borgo; he told Luigi that he might meet him on his return, and","1767978659128","1"
"innocence which is the sequence to hope; then he began to doubt his own","1767978659128","1"
"“Why so?” asked the young man, surprised.","1767978659128","1"
"addressing Noirtier.","1767978659128","1"
"“Oh, as for that,” said Danglars, angry at this prolongation of the","1767978659128","1"
"The major passed his hand across his brow. “Ah, _perbacco_,","1767978659128","1"
"lower. He then bent his body, and by a desperate effort severed the","1767978659128","1"
"“Oh!” exclaimed Morrel.","1767978659128","1"
"to you all that the other day——”","1767978659128","1"
"prince, did you not? But he can easily become one, if he is not","1767978659128","1"
"read it again.”","1767978659128","1"
"receipt of the work.","1767978659128","1"
"after all, I ought not to blame you for the misconduct of your horses,","1767978659128","1"
"not know their address. The less pretension there is in your attire,","1767978659128","1"
"the sabre.”","1767978659128","1"
"arrived.","1767978659128","1"
"50137m","1767978659128","1"
"disastrous result?” asked the young man, after a moment’s pause.","1767978659128","1"
"“No,” he replied, “only hark how he sighs! Come, come, Fernand,” said","1767978659128","1"
"“On my honor.”","1767978659128","1"
"“Come, finish your cup of coffee,” said Monte Cristo; “the history is","1767978659128","1"
"“You forget, count, that I have often told you of the deep interest my","1767978659128","1"
"the Count of Monte Cristo, possessed the ring of Gyges, and by its","1767978659128","1"
"“While his name is not Morcerf.”","1767978659128","1"
"Mahomet of the West, and is worshipped by his commonplace but ambitious","1767978659128","1"
"Augustus.”","1767978659128","1"
"Although Sinbad pronounced these words with much calmness, his eyes","1767978659128","1"
"Chapter 57. In the Lucern Patch","1767978659128","1"
"what you are going to tell us; having told you this, begin. ‘Once upon","1767978659128","1"
"“And your excellency wants something to eat?”","1767978659128","1"
"soaking in seabrine, whom he had picked up naked and nearly drowned.","1767978659128","1"
"another was to die before him! Lead two sheep to the butcher’s, two","1767978659128","1"
"carve the fowl, when Peppino stopped the baron’s right hand with his","1767978659128","1"
"drink, so that we began to think of drawing lots who should feed the","1767978659128","1"
"Meanwhile Albert had arrived within ten paces of the group formed by","1767978659128","1"
"Oh, God, thou hast preserved my memory; I thank thee, I thank thee!”","1767978659128","1"
"“An exclamation of joy was heard, and the staircase creaked beneath a","1767978659128","1"
"him, and he has suddenly taken refuge in the islands, at Giglio,","1767978659128","1"
"“how easily these husbands, whom we ridicule, gain an advantage over","1767978659128","1"
"that mocked the vain attempts of dress to augment it, was peculiarly","1767978659128","1"
"Monte Cristo’s, in which he nearly fell a victim, deprives us of the","1767978659128","1"
"“Ah, ha,” he said, “here you are, Peppino!”","1767978659128","1"
"“Come upstairs with me, and I will give it to you.”","1767978659128","1"
"candidly.”","1767978659128","1"
"was she.","1767978659128","1"
"the first peril. It was a good augury.","1767978659128","1"
"been riveted on her countenance during the whole course of her","1767978659128","1"
"“Where?”","1767978659128","1"
"“My daughter,” continued Danglars, “when a father asks his daughter to","1767978659128","1"
"question in full, by acknowledging that I am the poor mad prisoner of","1767978659128","1"
"and talked together, one would have thought you were two school-girls","1767978659128","1"
"arriving at the climax, you defeat your own end, and seek to make an","1767978659128","1"
"More than once she thought of revealing all to her grandmother, and she","1767978659128","1"
"Leghorn, he remembered a barber in St. Ferdinand Street; he went there","1767978659128","1"
"insensibility. She raised her head with an effort. The noiseless door","1767978659128","1"
"custom-house officers advancing in our direction. It was not their","1767978659128","1"
"suddenly remembered that in doing so she must reveal a terrible secret","1767978659128","1"
"is staked on one cast of the die, experience the anguish which Edmond","1767978659128","1"
"your friend to have been deceived; Beppo has taken in plenty of","1767978659128","1"
"“I have, sir.”","1767978659128","1"
"come to you. We will escape, and if we cannot escape we will talk; you","1767978659128","1"
"“It is an unheard-of fatality. I draw upon him for 600,000 francs, my","1767978659128","1"
"undertaking, for which I had so exactly husbanded my strength as to","1767978659128","1"
"“On the 5th of October, Morrel, I shall expect you at the Island of","1767978659128","1"
"francs.”","1767978659128","1"
"“Count, you prolong my agony.”","1767978659128","1"
"towards the door.","1767978659128","1"
"yielding to the impulsion, glided forward. In an instant they found","1767978659128","1"
"“To surround the scaffold with twenty of my best men, who, at a signal","1767978659128","1"
"felt for the young man, “I solemnly declare to you, that I should never","1767978659128","1"
"me—I am sure of it.”","1767978659128","1"
"in the marvellous dining-room before described, where the statues had","1767978659128","1"
"amounting to terror.","1767978659128","1"
"sublime emperor. A dreadful silence followed the reading of this","1767978659128","1"
"“Certainly; and your excellency now owes me 4,999 louis.”","1767978659128","1"
"“M. Cavalcanti,” continued Danglars, “is about to marry you, and will","1767978659128","1"
"you sent for me, my dear child. It is not your father or Madame de","1767978659128","1"
"their trembling wings. First she fancied she saw her stepmother","1767978659128","1"
"Edmond was seized with vertigo; he cocked his gun and laid it beside","1767978659128","1"
"Château-Renaud bowed to the countess.","1767978659128","1"
"what had happened, as though I myself had done the guilty deed. I","1767978659128","1"
"theory. How could this rock, which weighed several tons, have been","1767978659128","1"
"strange as it was, in spite of the emotions he felt at the sight of","1767978659128","1"
"return—they keep up a whispering conversation—permit you to accompany","1767978659128","1"
"person capable of discerning emotion in his paralyzed frame. And I","1767978659128","1"
"which he balanced on two legs, leaning his elbow on an old worm-eaten","1767978659128","1"
"“I really must ask you to excuse me, M. Morrel. My first visit is due","1767978659128","1"
"accede?”","1767978659128","1"
"_Le Blanc_ was not a fast animal, but he kept up an easy, steady pace;","1767978659128","1"
"The king was seated in the same place where the duke had left him. On","1767978659128","1"
"which he exploited with marvellous skill, and which he would not have","1767978659128","1"
"peasants?”","1767978659128","1"
"count had doubtless wished to conceal from his guests, was on the","1767978659128","1"
"They deposited the supposed corpse on the bier. Edmond stiffened","1767978659128","1"
"precaution. The nocturnal visitor, ignorant of the fact that the count","1767978659128","1"
"“Yes, yes, I understand,” said Danglars, and then in a low tone, he","1767978659128","1"
"that she felt nearly suffocated.","1767978659128","1"
"“Have you seen?”","1767978659128","1"
"filled him with boundless desires.","1767978659128","1"
"“Oh, dear, no, your excellency! I have not time for anybody’s affairs","1767978659128","1"
"piastres each.","1767978659128","1"
"Franz d’Épinay, not only by that theatrical formality invented to","1767978659128","1"
"Villefort.”","1767978659128","1"
"the openings in the tower, and examine every corner of the roof below,","1767978659128","1"
"approach after having struck your father, your wife, perhaps your son.”","1767978659128","1"
"“And you are breaking your promise!” interrupted Monte Cristo.","1767978659128","1"
